,name,train_acc,val_acc,test_acc
0,random_forest_model_search,0.9454584131031556,0.7842064951475038,0.818815331010453
1,log_reg_model_search,0.7429661120855267,0.7404599930450179,0.7038327526132404
2,xgb_model_search,0.9854842651225629,0.8115677588923117,0.8362369337979094
