,name,val_acc,test_acc
0,xgb_base,0.8100225613568094,0.8194444444444444
1,xgb_with_all_norms,0.7997803985001137,0.7021276595744681
2,xgb_with_all_norms_and_price,0.7756994891674241,0.851063829787234
3,xgb_with_price,0.82036400515268,0.8611111111111112
4,xgb_with_price_and_gdp,0.825162863468318,0.8055555555555556
5,xgb_with_price_unnormed_and_gdp,0.8284703301870315,0.875
