,name,train_acc,val_acc,test_acc
0,xgb_base,0.9932063033787383,0.811936473455425,0.8466898954703833
1,xgb_with_week_changes,0.9375950319892574,0.8358260915485459,0.7874564459930313
2,xgb_with_week_changes2,0.9736754409171995,0.8427319171531589,0.8536585365853658
3,xgb_with_price_and_gdp,0.9776217220261701,0.839964758496272,0.8606271777003485
